lotid,waferscribe,stepname,parameter_name,sample_date,ext_mv
3853453.003,WBDZN120ESB3,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JCNT,2019-02-08 08:23:05,2
3846943.003,WBDZP064ESB1,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-01-28 12:14:30,335.146250000000009094947017729282379150390625
3807913.003,CU4SZ068SEH1,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JCNT,2018-11-16 02:20:03,2
3858113.003,CX8GQ093SEF1,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-02-16 06:35:54,100
3894773.003,M76GB156WAG0,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JCNT,2019-04-27 01:20:22,2
3918893.003,DA8LQ029SED0,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-06-05 22:30:30,100
3858113.003,CX8GQ093SEF1,1220-22 STI INTEGRATED DRY STRIP SCATTER,POINTS_VALID_S1_JPCT,2019-02-16 06:35:54,100
3782343.023,CU4KY369SEG4,1220-22 STI INTEGRATED DRY STRIP SCATTER,POINTS_VALID_S1_JPCT,2018-10-05 20:11:15,100
3805103.003,CU4SZ194SEC6,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2018-11-09 18:05:48,100
3803933.003,CV5PP078SEB0,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2018-11-07 22:42:26,100
3935913.013,PQRVT044MXG1,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-07-05 22:26:09,100
3836873.013,POMVU107MXF2,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-01-14 17:06:52,100
3955763.003,PQZRJ107MXG5,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-08-10 10:18:46,100
3870913.013,CY1PT076SEC0,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-03-12 08:28:26,331.9214166666670280392281711101531982421875
3915443.003,CZ4KZ398SEC5,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-05-30 06:49:07,100
3828783.003,CX5XL200SEB0,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JCNT,2018-12-28 01:27:15,2
3926483.003,DF9ZL190SEB6,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JCNT,2019-06-22 09:55:40,2
3823613.003,KC9YU259WFG6,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2018-12-16 11:41:20,335.02041666666701758003910072147846221923828125
3871403.003,CY1AZ217SEB1,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JCNT,2019-03-14 16:33:14,2
3938223.003,DF9SU146SEB7,1220-22 STI INTEGRATED DRY STRIP SCATTER,POINTS_VALID_S1_JPCT,2019-07-11 20:51:59,100
3864513.003,POOYN159MXC1,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-03-01 09:51:37,336.2935833333330037930863909423351287841796875
3906303.003,CZ5JK270SEF3,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-05-16 04:42:05,332.328666666667004392365925014019012451171875
3828773.003,CX7QZ094SEE0,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2018-12-27 11:45:08,337.90258333333298423895030282437801361083984375
3860693.003,WBDZN150ESA1,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-02-22 18:56:55,336.91725000000002410160959698259830474853515625
3906293.003,CZ5AP095SEE7,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-05-16 04:28:39,331.73958333333297332501388154923915863037109375
3899323.003,CU4KY176SEA0,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-05-01 13:35:56,100
3879773.023,CS1UT293SEC5,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JCNT,2019-03-29 02:59:18,1
3814493.003,CX7QZ269SEC5,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2018-12-02 10:43:25,100
3915423.003,CZ5JK331SEF4,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JCNT,2019-05-31 14:03:56,2
3903873.003,CZ5JK123SED7,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-05-11 19:37:46,100
3832833.003,CX7EQ139SEC2,1220-22 STI INTEGRATED DRY STRIP SCATTER,POINTS_VALID_S1_JPCT,2019-01-02 05:57:08,100
3951133.003,DC1HQ071SED6,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-08-02 00:14:59,335.13008333333300470258109271526336669921875
3973983.003,DJ2AQ003SEA2,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-09-14 06:41:24,338.409499999999979991116560995578765869140625
